ClusterName	GeneSetName	Pval	FoldEnrichment	GeneSet	Hit#	GeneSet#	ModGene#	Total#	BH	Bonferroni	Hochberg
Cluster_5	TF_TG_PROXIMAL_FILTERED_TBP	5.864100378581193E-7	1.859759473564783	ATF4,SDF2L1,HNRNPA1,PTMA,PCNA,HNRNPA2B1,NASP,UBE2S,SLC3A2,HLA-DQA1,BTG1,RPL10A,PLEKHG2,RPL13A,NSL1,RPS18,RPS26,RPS27,RPS29,HIST1H2BB,PMF1,SRGN,H2AFX,RPS3A,THBS1,RPLP1,RPLP0,EEF2,PPP1R15A,ENTPD1,TM4SF1,CD74,NPM1,NPR1,MAT2A,RPL8,RPL36,RPL37,PRDX1,TRIM7,RPL10,RPL12,RPL11,RPL15,ZFP36,RPS8,RPS5,RPS6,RPSA,RPL37A,B2M,C8ORF4,ANP32E,PRMT5,MPZL1,HIST1H1D,HIST1H1E,HIST1H1B,POLG,HIST1H1C,ZNF184	61	195	2825	16795	6.13065039578943e-06	6.74371543536837e-05	6.15730539751025e-05
Cluster_5	TF_TG_PROXIMAL_FILTERED_FOS	1.5616390539585778E-6	1.5502858110682982	CDCA3,EIF2AK3,CHAF1A,INCENP,CENPA,APEX1,LIMS1,SHC1,HSP90B1,G3BP1,SDF2L1,SP1,ITGB5,TNFRSF1A,ITGA5,CDC45,HNRNPA1,FBXO5,CCDC94,TRIB1,CALR,PRPF40A,CTTNBP2NL,GBA,FAM196B,ORMDL2,YIF1A,UBE2C,CAV1,ETV5,ELK3,BCL10,FAM126A,LAMP1,PGD,THOC6,FANCF,TPP1,TNPO1,ARRDC4,TOP2A,VGLL4,ITPRIP,PMF1,FAM83D,YBX1,DNM2,DDAH1,LPIN1,NGDN,EIF5,HEXA,ACTL6A,EMP1,UNG,GATAD2A,ZNF691,ZBTB20,SLC25A45,S100A6,UPP1,PPP1R15A,SLC25A25,P4HB,EIF4A1,TM4SF1,PTTG1IP,AARS,CCT3,TNFRSF12A,SPC25,CD93,STT3A,AFF1,LAMB1,VIM,SERPINE1,CREB3L2,IER3,SARNP,PRR11,SKA2,S100A10,ZNF143,TCF19,ANXA1,ANXA2,RFWD3,ADAM9,AK2,CDK4,IARS,PTBP1,TRAF2,WASF2,TXNRD1,CD109,GADD45A,ANP32E,CCHCR1,PRMT1,MPZL1,AXL,TJP2,ARHGAP19,ARHGAP22,HSPA5,CKS1B,TGFBR2	109	418	2825	16795	1.28277493718026e-05	0.000179588491205236	0.000159287183503775
Cluster_5	TF_TG_PROXIMAL_FILTERED_NFYB	3.290998860928727E-6	1.6213998390989541	FNBP4,CDCA3,EIF2AK3,CHAF1A,CENPA,CENPK,CDKN3,SHC1,HSP90B1,G3BP1,SDF2L1,SP1,AP4M1,CDC45,FYN,HNRNPA1,HNRNPAB,FBXO5,CCDC94,ZBTB5,CALU,PRPF40A,CANX,ORMDL2,YIF1A,ETV4,RRM2,FAM126A,GART,SLC39A1,PGD,FANCF,MCM5,PLEKHH2,CEP152,ARRDC4,C14ORF80,TOP2A,NFYA,PMF1,FAM83D,YBX1,H2AFX,DNM2,MYH9,TMEM97,SND1,PIF1,UNG,GATAD2A,ZNF691,ZBTB20,KPNA2,AKR1E2,HMG20B,ERAP1,P4HB,EIF4A1,KIF14,KIF24,PAK4,SPC25,HMGB2,MIIP,CREB3L2,SARNP,PRR11,SKA2,ZNF143,TCF19,LMAN2,AK2,DUSP10,TRAF2,ASPM,WASF2,ANP32E,CCHCR1,PRMT1,MPZL1,ARHGAP19,HSPA5,CKS1B,KLF10	84	308	2825	16795	2.52309912671202e-05	0.000378464869006804	0.000332390884953801
Cluster_5	TF_TG_PROXIMAL_FILTERED_EBF1	6.23957040225173E-6	1.660150275505093	CENPM,CDC25A,IL6ST,TNFRSF14,NEK6,LY86,CIITA,TSPAN12,ACP5,PGLS,FYN,MARCKSL1,PPAN,CCDC102A,EMID1,PLD1,SLC3A2,POLD4,STARD13,YTHDF2,TPP1,NLRC5,CSK,SLC35B2,RPS6KA1,RPS11,TLN1,MLEC,RAB8A,SIPA1,CASP6,DNM2,MYH9,LIPH,TMC6,TMEM37,NCF4,SH3GLB1,UPP1,PPM1M,TIFA,PTPN6,IFI30,DHX35,PILRA,CTSZ,GNGT2,CD37,LAT2,CD83,RGS3,TBC1D1,IRF5,MVP,NHLRC2,ASAH1,LAPTM5,ABI3,NAGLU,RNF43,SEMA6A,DNMT1,LSP1,CFLAR,PTPN13,TPCN2,CLIC4,PRMT1,GALNT10,ARID5A,NFKBIE,SASH3,S1PR2,BAX	74	265	2825	16795	4.48469122661843e-05	0.000717550596258949	0.000623957040225173
Cluster_5	TF_TG_PROXIMAL_FILTERED_BCLAF1	1.1768487112425308E-5	1.9992481791839611	ATF4,SDF2L1,LY86,HNRNPA1,ACTB,CRKL,PTMA,POLG2,SLC3A2,PHB2,MCL1,SLC35B2,TOP3B,TUBB,PMF1,EMG1,DDAH2,MDC1,PTPN6,RCC1,ZMPSTE24,KIF2C,CD74,CD68,PHF19,RPL37,SF3A3,RPS7,RHOBTB3,B2M,PFN1,CLIC1,RANBP1,ZFP36L1,HIST1H1D,HIST1H1E,HIST1H1B,HIST1H1C	38	113	2825	16795	7.96103539958183e-05	0.00135337601792891	0.00116508022413011
Cluster_5	TF_TG_PROXIMAL_FILTERED_SIN3A	1.8624759645064622E-5	1.7289416651616396	CDCA3,SDF2L1,CDC45,PPAN,ACTB,CRKL,CCDC86,PCNA,TGIF1,SLC3A2,RRM2,TPH2,PLK1,WDR46,DHRS1,MCM7,CKAP2L,SLC35B2,VARS,TINF2,SCFD1,SCFD2,TOP3B,FANCD2,PMF1,DDAH2,PSME1,PMM2,STAT1,RCC1,ERI2,SNX5,BRCA1,G2E3,CD68,PHF19,DDX21,AURKA,EARS2,PRR11,SKA2,ZNF143,CDC6,TM9SF1,ABHD4,RAD51,CLIC1,PRMT5,RANBP1,TRIP13,HSPA5,NFKBIA,HIST1H1E,HIST1H1C,URB2,GMPR2,SHCBP1	57	196	2825	16795	0.00011899151995458	0.00214184735918243	0.00182522644521633
Cluster_5	TF_TG_PROXIMAL_FILTERED_RAD21	3.088233469115757E-5	1.3769634522968686	COMTD1,DPYSL3,JAG1,TIPARP,AIF1L,SLC7A5,SLC7A7,SNX18,CD274,NEK8,SDF2L1,ACO1,TMBIM1,DCTPP1,TNFRSF21,EIF3F,CRKL,TRIB1,TRIB2,DECR1,PCK2,SDC1,DHRS13,AKAP12,CTTNBP2NL,TLCD1,AHCY,PCNA,FAM196B,VEGFA,TTF2,TGM2,PPIB,NUP160,CAV1,TNFAIP3,RND3,PITPNC1,POLD4,HSD3B7,GPATCH4,VPS36,EHD2,WDR38,OLFML3,NR1H3,DHRS1,DHRS4,CLCF1,FGF1,RPL10A,TM7SF3,SNRPE,PLXNB3,NOB1,ADAMTS1,SCRN2,CTDSP1,CEBPB,RAB13,VARS,RPL18A,TINF2,GPR37L1,TOP3B,PARP3,LMO1,PXN,PMF1,ASNSD1,CASP8,TMEM2,DDAH2,THBS1,LPIN3,KRTCAP2,C20ORF24,NETO2,ABTB2,TMEM51,MYOF,SRP9,MRPL52,GPRC5B,STAT6,ZNF219,ZNF217,ZBTB20,MAPKAPK3,ISG20L2,SOCS1,KIRREL,UBE2L6,IFI35,NUBP1,RCC1,SLC12A9,C7ORF49,PPP1R3B,N4BP2,CCR1,CELA1,ICK,CCR5,CD63,DCLRE1B,RGS3,PDGFRA,NPR1,MRO,PHF19,RBM17,IRF9,MAML2,COL12A1,MYC,CREB3L2,S100A10,FAM102B,PRSS48,SULF2,ZFP36,PHLDA1,RNF43,SEMA6A,IGFBP3,TAP2,LSM4,C15ORF39,GLTP,ANTXR1,SOX9,SOX4,SGPL1,TREX1,GADD45G,STAG2,TNFAIP8L2,RHOC,PRIM2,NPL,B9D1,ZFP36L2,CASKIN2,NFKBIA,RGS16,FMNL3,PMP22	148	639	2825	16795	0.000186919394183322	0.00355146848948312	0.00299558646504228
Cluster_5	TF_TG_PROXIMAL_FILTERED_CTCF	7.363302616931193E-5	1.2635431988618553	ACCS,COMTD1,PRKAB1,CDCA8,BTBD17,TIPARP,FUCA1,WNT7A,NOC3L,SNX18,COL3A1,NEK8,NOP14,SDF2L1,HTR1B,ACO1,BCAS1,TMBIM1,ITGA8,TMBIM6,TNFRSF21,U2AF1,NECAP2,EIF3G,MYO1F,CRKL,SNRPD1,ALG5,TRIB1,TGFA,BRIP1,KCNN4,DECR1,PCK2,SDC1,NOL11,DHRS13,TLCD1,PTMA,AHCY,PCNA,GBA,GNAI2,FAM196B,VEGFA,RPP30,TTF2,ENPP3,TGM2,RND3,PITPNC1,POLD4,HSD3B7,VPS36,DDX18,RRS1,EHD1,EHD2,WDR46,RARS,WDR38,KIFC1,ERMP1,OLFML3,YTHDF2,DHRS1,DHRS4,CLCF1,TMEM179B,RPL10A,TM7SF3,C8ORF59,SNRPE,PHB,TPR,PLXNB3,NOB1,SCRN2,PLEKHG2,PECAM1,CEBPB,BCO2,SLC35B2,VARS,RPS15,RPS14,RPL18A,RPS18,TINF2,FLT3LG,C14ORF80,RPS29,RAB8A,TOP3B,PARP3,RENBP,MATN4,NOL7,NOL9,SVIL,SORBS3,APBA3,FAM162A,LMO1,PMF1,FAM83D,IDH1,EIF2S1,LRP10,ASNSD1,ATP5G2,HAPLN3,RPS4X,CASP7,MAPK1IP1L,H2AFX,RPS3A,FCHSD2,ATP13A3,LPIN3,KRTCAP2,EML3,AAAS,C20ORF24,NETO2,RPLP0,RIPK3,ROM1,SRP9,SLC29A3,HLA-DMA,UTP6,PSMB9,SPSB2,ZNF219,ZNF217,NCF4,ZBTB20,RUVBL2,SH3GLB1,FTSJ3,MAPKAPK3,LRRC59,SOCS1,NFKB2,DTL,RNFT1,PTPN6,PREP,UBE2L6,RCC1,C7ORF49,PPP1R3B,N4BP2,CCR1,ICK,INTS7,FKBP11,CTSW,NCOA4,KIF22,SORCS2,CD63,DCLRE1B,MIDN,PDGFRA,PDGFRL,MRO,BMP7,BMP1,RBM17,RBM19,IRF9,LAMA5,DDX20,RPL5,MAML2,TRIL,COL12A1,MYC,CREB3L2,RPL36,RPL38,EARS2,MED4,RPL27,RPL26,ASF1B,CDC42SE1,S100A13,PRSS48,SF3A3,SAAL1,PRSS35,SULF2,DGKA,ZFP36,RNF43,IGFBP4,IGFBP3,TAP2,TAP1,CDK6,DUSP11,GPX8,C15ORF48,TRAF4,ASPG,BAK1,AQR,MIF4GD,TEX261,SGPL1,STAG2,ANP32B,TRAM1,GYS1,NKIRAS2,TNFAIP8L2,PRMT5,PRMT1,PRMT3,RHOC,RAD51C,MPZL1,GDF15,B9D1,CASKIN2,TDRD7,NFKBIA,HIBCH,FMNL3,PMP22,SSBP1	234	1101	2825	16795	0.000423389900473544	0.00846779800947087	0.00706877051225395
Cluster_5	TF_TG_PROXIMAL_FILTERED_GATA2	1.2459440757145202E-4	1.495401487594332	FAM110A,PRKAB1,AIF1L,DUSP6,LIMS1,SDF2L1,ITGA2,TNFRSF1A,ICAM2,CRKL,SMARCA5,FAM196B,TGM2,C4ORF32,TES,HMBS,BCL10,SAMSN1,GNS,ST3GAL6,HNRNPF,PDCL,TNPO1,PECAM1,ANGPT2,PNP,PYCR2,TOP3B,TLR4,FAM46C,ARHGDIB,PXN,PMF1,H2AFX,RASA3,PFDN1,THBS1,HES1,CHIC2,HSPG2,FLI1,MYOF,VWA5A,FBLIM1,PPP1R15A,PPP1R15B,CCL2,RCC1,EPHB4,TM4SF1,PTTG1IP,PLEKHA4,RGS3,PICALM,PHF19,LAMB1,SERPINE1,MYC,IER3,SLC6A9,ANXA2,ANXA3,LPCAT2,FAM107B,ADAM9,ERG,RHOBTB3,RASAL3,MEST,TXNRD1,CFLAR,STC1,GADD45A,NMI,GNG12,RHOJ,NPL,RANBP1,TJP2,ARHGAP22,HEBP2,ALOX5AP	82	326	2825	16795	0.00068230270812938	0.014328356870717	0.0118364687192879
Cluster_5	TF_TG_PROXIMAL_FILTERED_BCL11A	1.485305535662436E-4	2.216829158542073	LARP7,DHFR,CIITA,CCDC102A,ACTB,PTMA,LPXN,CSK,PMF1,HLA-DMB,PTPN6,RCC1,CD74,CD68,IRF5,LAPTM5,ZFP36,LSP1,CFLAR,MPEG1,ZFP36L1,HIST1H1D	22	59	2825	16795	0.000776409711823546	0.017081013660118	0.0139618720352269
Cluster_5	TF_TG_PROXIMAL_FILTERED_SMARCA4	2.3910838903432253E-4	1.788373264263616	SDF2L1,HNRNPA1,ACTB,CRKL,TLCD1,HNRNPA2B1,POLG2,SLC3A2,MCL1,RPL13A,SLC35B2,RPS18,RPS11,TUBB,CBX3,DDAH2,MDC1,S100A6,SLC38A2,PTPN6,RCC1,TM4SF1,KIF2C,NPM1,PHF19,MAT2A,MYC,RPL37,IER3,ANXA2,ZFP36,RPSA,CLIC1,RANBP1,HSPA5,HIST1H1E,HIST1H1C	37	123	2825	16795	0.00119554194517161	0.0274974647389471	0.022237080180192
Cluster_5	TF_TG_PROXIMAL_FILTERED_CEBPB	2.8690308396122006E-4	1.5909510158294902	FNBP4,DDIT3,ATF3,PRPF38A,MMP19,ETF1,TRIB3,TRIB1,PCK2,NOL11,PCNA,IL6R,C4ORF46,CUEDC1,HMOX1,HNRNPF,RPL13A,CEBPB,PLEKHH3,PYCR1,COTL1,ASNSD1,DBI,ATP5G2,RPS3A,ETFDH,POC1A,C2ORF76,SESN2,SARS,NFE2L2,SLC25A25,ERI1,XRCC5,ANLN,TF,AARS,BRCA1,CCND3,ISG20,DDX27,AURKA,RPIA,NUP35,CDC42SE1,CDC7,CSF3R,ADAM9,IARS,PTPN12,PRMT5,CHCHD5,HSPA9,NFKBIA,SPRY4,MEIS1,LTBR	57	213	2825	16795	0.00137474394398085	0.0329938546555403	0.0263950837244322
Cluster_5	TF_TG_PROXIMAL_FILTERED_MEF2A	3.7051043982513145E-4	2.071788683293108	JUN,CENPJ,NEK6,LY86,CIITA,ACTB,YARS,CSK,LY9,HLA-DMB,PTPRC,PPP1R15A,SH3BP2,TIFA,PTPN6,CD74,LAPTM5,PTP4A2,CFLAR,KLF6,CLEC2D,ZFP36L1,NFKBIZ	23	66	2825	16795	0.0017043480231956	0.0426087005798901	0.033716450024087
Cluster_5	TF_TG_PROXIMAL_FILTERED_RFX5	4.332555653601073E-4	1.9133760553351642	APOE,NASP,TNFAIP8,HLA-DQA1,GART,HLA-DQB1,TPP1,HAUS5,APOC1,HLA-B,TOP2B,PMF1,AKT1S1,CKS2,HLA-DMA,HLA-DMB,PSMB8,GATAD2A,PSMB9,CD74,MR1,VCP,TAP2,TAP1,PNRC2,B2M,MYH14,ARAP1	28	87	2825	16795	0.00191632269293894	0.0498243900164123	0.0389930008824097
